Outcome,Weekend,Age Group,Unvaccinated Rate,Vaccinated Rate,Boosted Rate,Crude Vaccinated Ratio,Crude Boosted Ratio,Age-Adjusted Unvaccinated Rate,Age-Adjusted Vaccinated Rate,Age-Adjusted Boosted Rate,Age-Adjusted Vaccinated Ratio,Age-Adjusted Boosted Ratio,Population Unvaccinated,Population Vaccinated,Population Boosted,Outcome Unvaccinated,Outcome Vaccinated,Outcome Boosted,Age Group Min,Age Group Max
Hospitalizations,17-07-21,0_4,1.2,0,0,0,0,0,0,0,0,0,162642,0,0,2,0,0,0,4
Hospitalizations,15-10-22,65_79,27.6,39.2,22.2,0.7,1.2,0,0,0,0,0,43523,43397,171429,12,17,38,65,79
Hospitalizations,19-11-22,1_12,0,0,0,0,0,0,0,0,0,0,34157,86027,44509,0,0,0,12,17
Hospitalizations,17-07-21,5_11,0,0,0,0,0,0,0,0,0,0,210448,0,0,0,0,0,5,11
Hospitalizations,14-10-23,0_4,1.2,0,0,0,0,0,0,0,0,0,162642,0,0,2,0,0,0,4
Hospitalizations,24-07-21,0_4,0,0,0,0,0,0,0,0,0,0,162642,0,0,0,0,0,0,4
Deaths,14-01-23,50_64,2.9,0,0,0,0,0,0,0,0,0,34510,125451,246827,1,0,0,50,64
Cases,27-11-21,80+,149,108,18.1,1.4,8.2,0,0,0,0,0,28858,33319,22158,43,36,4,80,200
Cases,27-05-23,All,23.9,10.8,18.8,2.2,1.3,25.7,10.4,15.6,2.5,1.6,535220,860357,1040665,128,93,196,999,999
Hospitalizations,24-07-21,5_11,0.5,0,0,0,0,0,0,0,0,0,210448,0,0,1,0,0,5,11
Deaths,21-01-23,50_64,0,0,0,0,0,0,0,0,0,0,34398,125483,246834,0,0,0,50,64
Hospitalizations,02-04-23,30_49,8.1,2.5,2,3.2,4,0,0,0,0,0,111518,277594,347241,9,7,7,30,49
Cases,17-12-22,80+,209,474.8,337.5,0.4,0.6,0,0,0,0,0,24877,11373,47108,52,54,159,80,200
Cases,05-07-22,80+,82.1,174,182.6,0.5,0.4,0,0,0,0,0,26811,13219,44353,22,23,81,80,200
Hospitalizations,31-07-21,0_4,1.2,0,0,0,0,0,0,0,0,0,162642,0,0,2,0,0,0,4
Deaths,21-10-23,30_49,0,0,0,0,0,0,0,0,0,0,103249,278946,347858,0,0,0,30,49
Hospitalizations,01-07-23,50_64,46.2,8,11.3,5.8,4.1,0,0,0,0,0,34669,125434,246821,16,10,28,50,64
Deaths,04-10-21,All,1.9,0.3,0,6.3,0,2.5,0.1,0,30.4,0,1707958,396727,0,32,1,0,999,999
Hospitalizations,31-07-21,5_11,0,0,0,0,0,0,0,0,0,0,210448,0,0,0,0,0,5,11
Deaths,21-10-23,65_79,0,0,0.6,0,0,0,0,0,0,0,38192,43745,172021,0,0,1,65,79
Hospitalizations,19-08-23,80+,20.4,17.6,29.7,1.2,0.7,0,0,0,0,0,24470,11380,47133,5,2,14,80,200
Cases,10-01-22,50_64,217.9,69.5,96.9,3.1,2.2,0,0,0,0,0,39014,125154,246575,85,87,239,50,64
Cases,22-10-22,All,125.3,68.5,99.7,1.8,1.3,157.2,71.1,87.1,2.2,1.8,580379,845220,1038858,727,579,1036,999,999
Hospitalizations,08-07-21,0_4,1.8,0,0,0,0,0,0,0,0,0,162642,0,0,3,0,0,0,4
Deaths,21-10-23,5_11,0,0,0,0,0,0,0,0,0,0,89096,82596,21371,0,0,0,5,11
Hospitalizations,18-09-21,18_29,5.5,1,0,5.5,0,0,0,0,0,0,181678,301822,0,10,3,0,18,29
Cases,25-03-23,50_64,134.1,50.1,62.8,2.7,2.1,0,0,0,0,0,33548,125665,246890,45,63,155,50,64
Hospitalizations,08-07-21,5_11,0.5,0,0,0,0,0,0,0,0,0,210448,0,0,1,0,0,5,11
Hospitalizations,14-08-21,0_4,1.2,0,0,0,0,0,0,0,0,0,162642,0,0,2,0,0,0,4
Hospitalizations,14-08-21,5_11,0.5,0,0,0,0,0,0,0,0,0,210448,0,0,1,0,0,5,11
Hospitalizations,24-06-23,65_79,5.1,0,6.4,0,0.8,0,0,0,0,0,39394,43428,171739,2,0,11,65,79
Deaths,30-04-22,1_12,0,0,0,0,0,0,0,0,0,0,37619,94445,33365,0,0,0,12,17
Hospitalizations,13-11-21,18_29,5.6,1,0,5.6,0,0,0,0,0,0,160183,311808,14313,9,3,0,18,29
Hospitalizations,21-08-21,0_4,0.6,0,0,0,0,0,0,0,0,0,162642,0,0,1,0,0,0,4
Deaths,22-05-21,18_29,0.4,0,0,0,0,0,0,0,0,0,254347,182708,0,1,0,0,18,29
Deaths,27-11-21,30_49,2.1,0.4,0,5.2,0,0,0,0,0,0,189760,487368,82444,4,2,0,30,49
Hospitalizations,21-08-21,5_11,0.5,0,0,0,0,0,0,0,0,0,210448,0,0,1,0,0,5,11
Cases,23-07-22,80+,155.6,385.1,246.5,0.4,0.6,0,0,0,0,0,26357,11946,46252,41,46,114,80,200
Deaths,21-01-23,0_4,0,0,0,0,0,0,0,0,0,0,162642,0,0,0,0,0,0,4
Cases,28-08-21,18_29,301.8,89.1,0,3.4,0,0,0,0,0,0,193516,291685,0,584,260,0,18,29
Hospitalizations,28-08-21,0_4,1.2,0,0,0,0,0,0,0,0,0,162642,0,0,2,0,0,0,4
Deaths,18-06-22,80+,0,0,4.4,0,0,0,0,0,0,0,26513,12369,45641,0,0,2,80,200
Hospitalizations,18-12-21,All,51.6,14.3,6.3,3.6,8.2,72.6,14.3,3.4,5.1,21.2,829865,1210623,447192,428,173,28,999,999
Hospitalizations,19-06-21,50_64,10.5,0,0,0,0,0,0,0,0,0,114456,287354,0,12,0,0,50,64
Hospitalizations,30-07-22,18_29,11.9,3.8,3.2,3.1,3.7,0,0,0,0,0,92439,213184,158188,11,8,5,18,29
Hospitalizations,09-04-21,0_4,4.3,0,0,0,0,0,0,0,0,0,162642,0,0,7,0,0,0,4
Hospitalizations,09-04-21,5_11,0.5,0,0,0,0,0,0,0,0,0,210448,0,0,1,0,0,5,11
Cases,09-09-23,80+,69.5,70.3,123.1,1,0.6,0,0,0,0,0,24452,11380,47133,17,8,58,80,200
Hospitalizations,09-11-21,0_4,1.8,0,0,0,0,0,0,0,0,0,162642,0,0,3,0,0,0,4
Hospitalizations,09-11-21,5_11,0,0,0,0,0,0,0,0,0,0,210448,0,0,0,0,0,5,11
Hospitalizations,18-09-21,0_4,1.2,0,0,0,0,0,0,0,0,0,162642,0,0,2,0,0,0,4
Cases,04-03-21,1_12,137.6,0,0,0,0,0,0,0,0,0,178794,0,0,246,0,0,12,17
Hospitalizations,18-09-21,5_11,1.4,0,0,0,0,0,0,0,0,0,210448,0,0,3,0,0,5,11
Cases,23-09-23,5_11,12.3,12.1,0,1,0,0,0,0,0,0,89403,82669,21266,11,10,0,5,11
Hospitalizations,25-09-21,5_11,0.5,0,0,0,0,0,0,0,0,0,210448,0,0,1,0,0,5,11
Hospitalizations,22-05-21,80+,34.1,4.2,0,8.1,0,0,0,0,0,0,35155,47103,0,12,2,0,80,200
Hospitalizations,10-02-21,0_4,0.6,0,0,0,0,0,0,0,0,0,162642,0,0,1,0,0,0,4
Hospitalizations,10-02-21,5_11,0,0,0,0,0,0,0,0,0,0,210448,0,0,0,0,0,5,11
Hospitalizations,10-09-21,0_4,2.5,0,0,0,0,0,0,0,0,0,162642,0,0,4,0,0,0,4
Hospitalizations,10-09-21,5_11,0.5,0,0,0,0,0,0,0,0,0,210448,0,0,1,0,0,5,11
Hospitalizations,16-10-21,0_4,0,0,0,0,0,0,0,0,0,0,162642,0,0,0,0,0,0,4
Hospitalizations,16-10-21,5_11,0,0,0,0,0,0,0,0,0,0,210448,0,0,0,0,0,5,11
Hospitalizations,23-10-21,0_4,0,0,0,0,0,0,0,0,0,0,162642,0,0,0,0,0,0,4
Hospitalizations,23-10-21,5_11,0,0,0,0,0,0,0,0,0,0,210448,0,0,0,0,0,5,11
Hospitalizations,30-10-21,0_4,0,0,0,0,0,0,0,0,0,0,162642,0,0,0,0,0,0,4
Hospitalizations,30-10-21,5_11,0.5,0,0,0,0,0,0,0,0,0,210448,0,0,1,0,0,5,11
Cases,07-09-22,50_64,433.7,144.7,264.5,3,1.6,0,0,0,0,0,41738,129197,240866,181,187,637,50,64
Hospitalizations,11-06-21,0_4,0,0,0,0,0,0,0,0,0,0,162642,0,0,0,0,0,0,4
Cases,10-07-23,0_4,25.2,2.5,0,10.1,0,0,0,0,0,0,162642,0,0,41,4,0,0,4
Hospitalizations,24-06-23,50_64,3.1,0,0.8,0,3.9,0,0,0,0,0,32713,125736,246925,1,0,2,50,64
Hospitalizations,12-04-21,80+,139.7,67.2,15.4,2.1,9.1,0,0,0,0,0,28623,29758,25961,40,20,4,80,200
Cases,10-01-22,30_49,127.9,50.4,90.2,2.5,1.4,0,0,0,0,0,122014,276030,346933,156,139,313,30,49
Hospitalizations,20-11-21,0_4,0.6,0,0,0,0,0,0,0,0,0,162642,0,0,1,0,0,0,4
Hospitalizations,27-11-21,0_4,0.6,0,0,0,0,0,0,0,0,0,162642,0,0,1,0,0,0,4
Hospitalizations,04-02-22,1_12,0,1,0,0,0,0,0,0,0,0,38227,95562,31203,0,1,0,12,17
Deaths,04-03-21,50_64,3.8,0,0,0,0,0,0,0,0,0,234356,66383,0,9,0,0,50,64
Hospitalizations,12-04-21,0_4,2.5,0,0,0,0,0,0,0,0,0,162642,0,0,4,0,0,0,4
Cases,11-06-21,30_49,240.6,95.5,25.1,2.5,9.6,0,0,0,0,0,199928,527699,31898,481,504,8,30,49
Cases,18-09-21,5_11,154.4,0,0,0,0,0,0,0,0,0,210448,0,0,325,0,0,5,11
Hospitalizations,30-07-22,80+,72.2,84.3,77.6,0.9,0.9,0,0,0,0,0,26322,11862,46378,19,10,36,80,200
Cases,11-11-23,80+,87.4,155.1,135.3,0.6,0.6,0,0,0,0,0,24027,11603,47294,21,18,64,80,200
Deaths,06-10-23,50_64,3,0,0,0,0,0,0,0,0,0,32808,125744,246916,1,0,0,50,64
Hospitalizations,15-05-21,80+,53.2,4.4,0,12.1,0,0,0,0,0,0,35729,45820,0,19,2,0,80,200
Deaths,03-11-23,18_29,0,0,0,0,0,0,0,0,0,0,76587,213618,161667,0,0,0,18,29
Cases,23-04-22,1_12,177.5,95.9,165.1,1.9,1.1,0,0,0,0,0,37746,94929,32716,67,91,54,12,17
Cases,03-11-23,80+,77,131.8,129.4,0.6,0.6,0,0,0,0,0,24673,11378,47126,19,15,61,80,200
Deaths,05-01-21,18_29,0,0,0,0,0,0,0,0,0,0,284798,107854,0,0,0,0,18,29
Hospitalizations,25-09-21,65_79,39.5,9.3,0,4.2,0,0,0,0,0,0,63251,193577,0,25,18,0,65,79
Cases,30-09-23,5_11,10.1,9.7,9.4,1,1.1,0,0,0,0,0,89396,82669,21266,9,8,2,5,11
Hospitalizations,29-01-22,65_79,97.9,68.7,21.3,1.4,4.6,0,0,0,0,0,50056,62587,145762,49,43,31,65,79
Deaths,05-07-22,1_12,0,0,0,0,0,0,0,0,0,0,37479,94246,33698,0,0,0,12,17
Hospitalizations,06-12-21,65_79,17.2,2.7,0,6.4,0,0,0,0,0,0,75414,181840,0,13,5,0,65,79
Deaths,04-09-22,50_64,0,0.7,0.4,0,0,0,0,0,0,0,44900,137887,228401,0,1,1,50,64
Hospitalizations,18-12-21,0_4,12.3,0,0,0,0,0,0,0,0,0,162642,0,0,20,0,0,0,4
Deaths,27-11-21,18_29,0.6,0,0,0,0,0,0,0,0,0,154874,305350,24726,1,0,0,18,29
Deaths,08-07-21,80+,6.2,3.8,0,1.6,0,0,0,0,0,0,32284,52589,0,2,2,0,80,200
Deaths,17-09-22,1_12,0,0,0,0,0,0,0,0,0,0,35094,85762,44338,0,0,0,12,17
Deaths,18-03-23,1_12,0,0,0,0,0,0,0,0,0,0,33016,86456,44563,0,0,0,12,17
Hospitalizations,20-08-22,1_12,2.8,0,0,0,0,0,0,0,0,0,35466,87908,41807,1,0,0,12,17
Hospitalizations,25-12-21,0_4,17.2,0,0,0,0,0,0,0,0,0,162642,0,0,28,0,0,0,4
Cases,05-06-23,1_12,79.5,19.6,24.7,4.1,3.2,0,0,0,0,0,32685,86582,44575,26,17,11,12,17
Cases,30-07-22,65_79,241.5,191,238.3,1.3,1,0,0,0,0,0,45965,45025,169088,111,86,403,65,79
Cases,05-07-22,All,264.5,199.6,339.7,1.3,0.8,293.1,185.2,299.7,1.6,1,648754,888946,956808,1716,1774,3250,999,999
Hospitalizations,07-09-22,80+,53,140.6,63,0.4,0.8,0,0,0,0,0,26425,12088,46042,14,17,29,80,200
Deaths,26-06-21,All,0.4,0.2,0,2,0,0.6,0.1,0,6.5,0,1221600,1290050,0,5,2,0,999,999
Cases,12-02-23,0_4,73.8,2.5,0,29.5,0,0,0,0,0,0,162642,0,0,120,4,0,0,4
Cases,04-01-23,65_79,77.7,71.4,74.5,1.1,1,0,0,0,0,0,39878,43429,171712,31,31,128,65,79
Cases,06-10-23,18_29,13.4,4.7,3.1,2.9,4.3,0,0,0,0,0,74610,214134,161697,10,10,5,18,29
Hospitalizations,22-05-21,50_64,55.7,0.4,0,139.2,0,0,0,0,0,0,131081,237808,0,73,1,0,50,64
Hospitalizations,01-07-23,80+,96.8,149.5,91.3,0.6,1.1,0,0,0,0,0,24805,11369,47117,24,17,43,80,200
Deaths,10-07-23,50_64,0,0,0.4,0,0,0,0,0,0,0,31672,125732,247019,0,0,1,50,64
Deaths,24-09-22,65_79,0,0,0.6,0,0,0,0,0,0,0,44762,43407,171353,0,0,1,65,79
Deaths,05-06-23,1_12,0,0,0,0,0,0,0,0,0,0,32685,86582,44575,0,0,0,12,17
Cases,01-07-23,80+,137.1,246.3,208,0.6,0.7,0,0,0,0,0,24805,11369,47117,34,28,98,80,200
Deaths,08-06-22,18_29,0,0,0,0,0,0,0,0,0,0,92082,212811,158786,0,0,0,18,29
Cases,20-05-23,18_29,46.7,8.9,10.5,5.2,4.4,0,0,0,0,0,75004,214136,161691,35,19,17,18,29
Cases,29-01-22,65_79,315.6,234.9,150.9,1.3,2.1,0,0,0,0,0,50056,62587,145762,158,147,220,65,79
Deaths,28-08-21,18_29,0,0,0,0,0,0,0,0,0,0,193516,291685,0,0,0,0,18,29
Cases,21-10-23,1_12,19,20.8,31.4,0.9,0.6,0,0,0,0,0,31619,86566,44615,6,18,14,12,17
Cases,24-04-21,All,202.7,22.4,0,9,0,212.9,18.5,0,11.5,0,1530109,593621,0,3101,133,0,999,999
Deaths,24-04-21,30_49,1,0,0,0,0,0,0,0,0,0,386715,193096,0,4,0,0,30,49
Hospitalizations,23-10-21,65_79,26.6,7.4,0,3.6,0,0,0,0,0,0,60107,175204,25507,16,13,0,65,79
Hospitalizations,07-10-21,80+,15.1,3.9,0,3.9,0,0,0,0,0,0,33207,51643,0,5,2,0,80,200
Hospitalizations,15-01-22,0_4,20.9,0,0,0,0,0,0,0,0,0,162642,0,0,34,0,0,0,4
Hospitalizations,06-10-23,30_49,2.8,0.4,0.9,7,3.1,0,0,0,0,0,108308,278398,347307,3,1,3,30,49
Deaths,06-05-21,30_49,1.3,0,0,0,0,0,0,0,0,0,307403,422678,0,4,0,0,30,49
Hospitalizations,06-03-23,All,1.9,0.9,2.1,2.1,0.9,2.3,1.3,1.9,1.8,1.2,534701,860357,1040674,10,8,22,999,999
Hospitalizations,06-11-22,18_29,5.3,2.3,1.9,2.3,2.8,0,0,0,0,0,94634,215581,154206,5,5,3,18,29
Hospitalizations,03-05-22,30_49,3,3,0.6,1,5,0,0,0,0,0,135567,295387,314346,4,9,2,30,49
Hospitalizations,22-01-22,0_4,13.5,0,0,0,0,0,0,0,0,0,162642,0,0,22,0,0,0,4
Hospitalizations,08-05-23,50_64,12.3,1.6,1.6,7.7,7.7,0,0,0,0,0,32496,125728,246934,4,2,4,50,64
Cases,04-10-21,50_64,262,24.9,0,10.5,0,0,0,0,0,0,207234,80426,0,543,20,0,50,64
Deaths,07-01-23,50_64,0,0,0.4,0,0,0,0,0,0,0,32676,125733,246928,0,0,1,50,64
Hospitalizations,27-11-21,5_11,0.6,0,0,0,0,0,0,0,0,0,161164,5,0,1,0,0,5,11
Deaths,25-02-23,50_64,3,0,0,0,0,0,0,0,0,0,33861,125587,246869,1,0,0,50,64
Hospitalizations,29-01-22,0_4,6.8,0,0,0,0,0,0,0,0,0,162642,0,0,11,0,0,0,4
Cases,17-04-21,80+,117.7,37.5,0,3.1,0,0,0,0,0,0,39089,34683,0,46,13,0,80,200
Cases,05-01-21,80+,116.2,16.6,0,7,0,0,0,0,0,0,37001,42149,0,43,7,0,80,200
Hospitalizations,02-05-22,0_4,4.3,0,0,0,0,0,0,0,0,0,162642,0,0,7,0,0,0,4
Hospitalizations,02-12-22,0_4,3.7,0,0,0,0,0,0,0,0,0,162642,0,0,6,0,0,0,4
Deaths,13-11-21,1_12,0,0,0,0,0,0,0,0,0,0,61336,102949,0,0,0,0,12,17
Cases,06-12-21,All,27.1,5.5,0,4.9,0,29.7,4,0,7.4,0,1257017,1201445,0,341,66,0,999,999
Hospitalizations,19-02-22,0_4,1.8,0,0,0,0,0,0,0,0,0,162642,0,0,3,0,0,0,4
Deaths,05-06-23,0_4,0,0,0,0,0,0,0,0,0,0,162642,0,0,0,0,0,0,4
Hospitalizations,24-09-22,80+,46.2,44,44.6,1,1,0,0,0,0,0,25995,11376,47037,12,5,21,80,200
Hospitalizations,14-08-21,80+,34.3,17.1,0,2,0,0,0,0,0,0,32042,52760,0,11,9,0,80,200
Hospitalizations,26-02-22,0_4,1.8,0,0,0,0,0,0,0,0,0,162642,0,0,3,0,0,0,4
Hospitalizations,03-05-22,0_4,1.8,0,0,0,0,0,0,0,0,0,162642,0,0,3,0,0,0,4
Hospitalizations,10-02-21,80+,39.1,13.3,0,2.9,0,0,0,0,0,0,30671,52751,0,12,7,0,80,200
Hospitalizations,03-12-22,0_4,1.8,0,0,0,0,0,0,0,0,0,162642,0,0,3,0,0,0,4
Hospitalizations,04-02-22,5_11,0,1.1,0,0,0,0,0,0,0,0,103457,90969,0,0,1,0,5,11
Hospitalizations,19-03-22,0_4,1.2,0,0,0,0,0,0,0,0,0,162642,0,0,2,0,0,0,4
Deaths,06-05-21,65_79,17,1.1,0,15.5,0,0,0,0,0,0,76606,179075,0,13,2,0,65,79
Hospitalizations,26-06-21,80+,8.9,0,0,0,0,0,0,0,0,0,33591,50911,0,3,0,0,80,200
Cases,08-07-21,80+,43.4,28.5,0,1.5,0,0,0,0,0,0,32284,52589,0,14,15,0,80,200
Hospitalizations,04-02-22,0_4,1.8,0,0,0,0,0,0,0,0,0,162642,0,0,3,0,0,0,4
Hospitalizations,04-09-22,0_4,1.2,0,0,0,0,0,0,0,0,0,162642,0,0,2,0,0,0,4
Deaths,29-01-22,30_49,1.4,0.3,0,4.7,0,0,0,0,0,0,145400,318707,273200,2,1,0,30,49
Hospitalizations,16-04-22,0_4,1.8,0,0,0,0,0,0,0,0,0,162642,0,0,3,0,0,0,4
Hospitalizations,01-01-22,1_12,26.2,4.6,0,5.7,0,0,0,0,0,0,53465,108405,1872,14,5,0,12,17
Deaths,25-06-22,All,0.2,0.3,0.3,0.7,0.7,0.1,0.6,0.2,0.2,0.6,635698,868337,988583,1,3,3,999,999
Hospitalizations,27-11-21,All,23.5,5.2,2.6,4.5,9,35.4,5.1,1.3,7,27.1,879918,1338551,274264,207,70,7,999,999
Hospitalizations,23-04-22,0_4,1.2,0,0,0,0,0,0,0,0,0,162642,0,0,2,0,0,0,4
Cases,17-06-23,5_11,7.7,3.6,14.1,2.1,0.5,0,0,0,0,0,90426,82681,21245,7,3,3,5,11
Cases,20-08-22,5_11,77,79.2,85.6,1,0.9,0,0,0,0,0,96145,84646,14013,74,67,12,5,11
Deaths,26-02-22,18_29,0,0,0,0,0,0,0,0,0,0,102168,220893,137242,0,0,0,18,29
Cases,18-11-23,30_49,91.9,25.8,39.3,3.6,2.3,0,0,0,0,0,100114,279360,348926,92,72,137,30,49
Cases,24-09-22,All,120.2,59.9,99,2,1.2,146,60.1,91.1,2.4,1.6,595648,841554,1036367,716,504,1026,999,999
Deaths,18-11-23,18_29,0,0,0,0,0,0,0,0,0,0,68264,215430,162672,0,0,0,18,29
Deaths,16-09-23,50_64,0,0,0,0,0,0,0,0,0,0,32248,125721,246942,0,0,0,50,64
Hospitalizations,30-04-22,0_4,1.8,0,0,0,0,0,0,0,0,0,162642,0,0,3,0,0,0,4
Deaths,17-06-23,1_12,0,0,0,0,0,0,0,0,0,0,32372,86577,44586,0,0,0,12,17
Hospitalizations,26-02-22,18_29,6.9,1.4,0.7,4.9,9.9,0,0,0,0,0,102168,220893,137242,7,3,1,18,29
Hospitalizations,02-04-23,18_29,9,1.4,1.2,6.4,7.5,0,0,0,0,0,77612,213252,161643,7,3,2,18,29
Cases,04-08-23,0_4,40.6,2.5,0,16.2,0,0,0,0,0,0,162642,0,0,66,4,0,0,4
Hospitalizations,05-07-22,0_4,3.1,0,0,0,0,0,0,0,0,0,162642,0,0,5,0,0,0,4
Hospitalizations,29-07-23,5_11,0,0,0,0,0,0,0,0,0,0,89972,82669,21260,0,0,0,5,11
Cases,26-08-23,5_11,31.3,14.5,18.8,2.2,1.7,0,0,0,0,0,89580,82670,21264,28,12,4,5,11
Cases,30-07-22,1_12,208.7,78,105.9,2.7,2,0,0,0,0,0,35932,89736,39673,75,70,42,12,17
Deaths,24-12-22,5_11,0,0,0,0,0,0,0,0,0,0,92531,81440,21142,0,0,0,5,11
Deaths,02-11-23,18_29,0,0,0,0,0,0,0,0,0,0,77378,213351,161644,0,0,0,18,29
Hospitalizations,25-12-21,50_64,233,42.5,12.4,5.5,18.8,0,0,0,0,0,58797,223663,129378,137,95,16,50,64
Hospitalizations,05-06-23,18_29,2.7,0.5,0,5.4,0,0,0,0,0,0,75322,214130,161688,2,1,0,18,29
Hospitalizations,18-02-23,1_12,3,2.3,0,1.3,0,0,0,0,0,0,33231,86353,44558,1,2,0,12,17
Deaths,18-11-23,30_49,0,0,0,0,0,0,0,0,0,0,100114,279360,348926,0,0,0,30,49
Deaths,26-02-22,1_12,0,0,0,0,0,0,0,0,0,0,39635,95673,26095,0,0,0,12,17
Cases,07-08-23,30_49,17.6,5.4,7.8,3.3,2.3,0,0,0,0,0,107855,278403,347309,19,15,27,30,49
Deaths,15-01-22,All,14.8,5.2,3.4,2.8,4.4,20.5,8,1.8,2.6,11.4,745375,1023963,685691,110,53,23,999,999
Hospitalizations,15-05-21,1_12,1.3,0,0,0,0,0,0,0,0,0,152721,0,0,2,0,0,12,17
Deaths,19-11-22,30_49,0,0,0,0,0,0,0,0,0,0,115941,276754,347089,0,0,0,30,49
Deaths,20-11-21,50_64,10.4,0.7,0,14.9,0,0,0,0,0,0,67514,297169,49704,7,2,0,50,64
Hospitalizations,19-06-21,All,2.7,0.3,0,9,0,3.7,0.2,0,15.9,0,1238489,1241729,0,34,4,0,999,999
Hospitalizations,21-05-22,0_4,4.3,0,0,0,0,0,0,0,0,0,162642,0,0,7,0,0,0,4
Hospitalizations,11-05-22,50_64,46.1,5.6,6.5,8.2,7.1,0,0,0,0,0,36895,125268,246677,17,7,16,50,64
Deaths,12-10-22,65_79,0,0,1.2,0,0,0,0,0,0,0,41147,43350,171635,0,0,2,65,79
Hospitalizations,27-08-22,50_64,47.1,10.3,8.6,4.6,5.5,0,0,0,0,0,40343,125946,245378,19,13,21,50,64
Cases,04-01-23,80+,65,87.9,110.3,0.7,0.6,0,0,0,0,0,24634,11382,47126,16,10,52,80,200
Deaths,29-10-22,5_11,0,0,0,0,0,0,0,0,0,0,93885,80560,20921,0,0,0,5,11
Deaths,07-02-22,50_64,2.4,0,0,0,0,0,0,0,0,0,41916,129677,240221,1,0,0,50,64
Deaths,19-02-22,50_64,0,0.7,0,0,0,0,0,0,0,0,47217,148975,212791,0,1,0,50,64
Hospitalizations,10-01-22,5_11,0,0,0,0,0,0,0,0,0,0,94700,81441,19254,0,0,0,5,11
Hospitalizations,28-05-22,0_4,3.1,0,0,0,0,0,0,0,0,0,162642,0,0,5,0,0,0,4
Hospitalizations,23-04-22,1_12,0,0,0,0,0,0,0,0,0,0,37746,94929,32716,0,0,0,12,17
Cases,30-04-22,All,205.3,145.1,238.8,1.4,0.9,220.8,136,205.8,1.6,1.1,650306,891088,952817,1335,1293,2275,999,999
Cases,08-07-21,50_64,166.4,55.7,0,3,0,0,0,0,0,0,96770,316026,0,161,176,0,50,64
Hospitalizations,11-11-23,1_12,3.2,0,0,0,0,0,0,0,0,0,31541,86509,44696,1,0,0,12,17
Hospitalizations,17-07-21,65_79,18.3,1.6,0,11.4,0,0,0,0,0,0,71101,190176,0,13,3,0,65,79
Hospitalizations,15-10-22,All,9.2,6.3,7.1,1.5,1.3,10.5,9.7,5,1.1,2.1,584290,844343,1038311,54,53,74,999,999
Deaths,04-09-22,1_12,0,0,0,0,0,0,0,0,0,0,38070,95325,31808,0,0,0,12,17
Deaths,01-08-22,1_12,0,0.9,0,0,0,0,0,0,0,0,51071,107463,3456,0,1,0,12,17
Cases,25-02-23,All,119.8,69,96.2,1.7,1.2,144.4,72.1,102.2,2,1.4,545222,857371,1040416,653,592,1001,999,999
Hospitalizations,10-01-22,All,6.9,3.6,7.6,1.9,0.9,7.5,5.5,5.5,1.4,1.4,591822,842535,1037067,41,30,79,999,999
Hospitalizations,24-06-23,0_4,0.6,0,0,0,0,0,0,0,0,0,162642,0,0,1,0,0,0,4
Cases,04-02-22,18_29,117.5,46.8,159.2,2.5,0.7,0,0,0,0,0,98738,219958,146325,116,103,233,18,29
Cases,29-05-21,50_64,105.1,7.8,0,13.5,0,0,0,0,0,0,125545,255939,0,132,20,0,50,64
Deaths,12-03-22,1_12,0,0,0,0,0,0,0,0,0,0,33965,86108,44513,0,0,0,12,17
Hospitalizations,21-08-21,65_79,39,8.8,0,4.4,0,0,0,0,0,0,66724,194251,0,26,17,0,65,79
Hospitalizations,06-11-22,0_4,4.3,0,0,0,0,0,0,0,0,0,162642,0,0,7,0,0,0,4
Hospitalizations,29-10-22,1_12,0,0,2.2,0,0,0,0,0,0,0,34446,85966,44479,0,0,1,12,17
Hospitalizations,01-08-22,65_79,377.9,233.6,47.9,1.6,7.9,0,0,0,0,0,51599,73634,133598,195,172,64,65,79
Hospitalizations,08-06-22,All,15.3,6.9,10.2,2.2,1.5,18.9,9,7,2.1,2.7,614334,850591,1014163,94,59,103,999,999
Hospitalizations,26-03-22,50_64,6.6,4.3,0.9,1.5,7.3,0,0,0,0,0,45447,140025,225645,3,6,2,50,64
Hospitalizations,02-11-23,All,8.4,4.2,7.1,2,1.2,11.2,6,5.2,1.9,2.2,547298,856543,1040368,46,36,74,999,999
Cases,21-10-23,0_4,29.5,3.1,0,9.5,0,0,0,0,0,0,162642,0,0,48,5,0,0,4
Cases,13-05-23,30_49,54.2,16.5,24.5,3.3,2.2,0,0,0,0,0,108868,278401,347295,59,46,85,30,49
Cases,07-08-23,All,12.4,6,9.8,2.1,1.3,15.3,6,7.2,2.6,2.1,531904,860327,1040745,66,52,102,999,999
Deaths,24-09-22,1_12,0,0,0,0,0,0,0,0,0,0,34979,85783,44379,0,0,0,12,17
Cases,06-10-23,65_79,12.7,16.1,21,0.8,0.6,0,0,0,0,0,39441,43434,171732,5,7,36,65,79
Hospitalizations,18-12-21,65_79,175.8,52.7,11.7,3.3,15,0,0,0,0,0,53484,94857,110903,94,50,13,65,79
Hospitalizations,09-09-23,0_4,1.2,0,0,0,0,0,0,0,0,0,162642,0,0,2,0,0,0,4
Hospitalizations,02-04-23,1_12,3,2.3,2.2,1.3,1.4,0,0,0,0,0,33352,86315,44553,1,2,1,12,17
